,OPEN,CLOSE,TRADEDATE
682,150.8,149.4,2018-03-06
683,148.7,152.0,2018-03-07
684,152.7,157.45,2018-03-09
685,158.0,158.85,2018-03-12
686,158.05,163.7,2018-03-13
687,163.45,161.6,2018-03-14
688,161.6,160.15,2018-03-15
689,160.2,160.5,2018-03-16
690,162.6,159.35,2018-03-19
691,159.4,160.15,2018-03-20
692,160.85,159.75,2018-03-21
693,159.95,156.5,2018-03-22
694,155.5,158.35,2018-03-23
695,158.05,157.25,2018-03-26
696,157.2,154.25,2018-03-27
697,154.25,154.0,2018-03-28
698,154.15,154.2,2018-03-29
699,155.2,155.6,2018-03-30
700,155.6,156.25,2018-04-02
701,156.75,156.25,2018-04-03
702,156.25,156.05,2018-04-04
703,156.25,158.05,2018-04-05
704,157.8,157.3,2018-04-06
705,157.2,144.0,2018-04-09
706,143.3,144.8,2018-04-10
707,145.35,143.5,2018-04-11
708,145.5,147.05,2018-04-12
709,147.3,144.85,2018-04-13
710,142.45,145.4,2018-04-16
711,147.15,147.3,2018-04-17
712,147.65,153.55,2018-04-18
713,154.55,150.95,2018-04-19
714,149.95,149.4,2018-04-20
715,150.05,148.5,2018-04-23
716,148.5,146.6,2018-04-24
717,146.1,144.45,2018-04-25
718,144.45,145.6,2018-04-26
719,146.75,144.3,2018-04-27
720,144.3,144.85,2018-04-28
721,145.2,144.0,2018-04-30
722,145.2,147.3,2018-05-02
723,146.95,144.2,2018-05-03
724,143.8,141.65,2018-05-04
725,141.75,141.9,2018-05-07
726,142.0,140.4,2018-05-08
727,140.85,139.8,2018-05-10
728,139.9,137.5,2018-05-11
729,137.55,136.15,2018-05-14
730,136.15,138.0,2018-05-15
731,137.95,137.95,2018-05-16
732,138.2,137.95,2018-05-17
733,137.9,136.75,2018-05-18
734,136.1,136.2,2018-05-21
735,136.2,135.0,2018-05-22
736,134.8,132.55,2018-05-23
737,132.6,132.7,2018-05-24
738,132.15,132.2,2018-05-25
739,132.45,131.55,2018-05-28
740,131.7,131.85,2018-05-29
741,133.75,139.85,2018-05-30
742,140.0,140.8,2018-05-31
743,139.75,139.65,2018-06-01
744,139.9,137.1,2018-06-04
745,137.1,139.25,2018-06-05
746,139.45,141.3,2018-06-06
747,141.55,145.0,2018-06-07
748,145.0,143.9,2018-06-08
749,143.9,144.35,2018-06-09
750,144.35,142.7,2018-06-11
751,143.05,144.05,2018-06-13
752,144.05,143.55,2018-06-14
753,143.65,140.5,2018-06-15
754,139.75,139.65,2018-06-18
755,139.6,138.0,2018-06-19
756,137.85,141.0,2018-06-20
757,141.0,140.55,2018-06-21
758,140.55,140.55,2018-06-22
759,141.0,140.75,2018-06-25
760,141.25,140.65,2018-06-26
761,141.45,141.15,2018-06-27
762,141.85,139.8,2018-06-28
763,140.1,139.8,2018-06-29
764,140.4,140.15,2018-07-02
765,140.45,143.05,2018-07-03
766,143.2,140.0,2018-07-04
767,129.0,129.2,2018-07-05
768,128.8,129.55,2018-07-06
769,129.55,128.3,2018-07-09
770,128.0,126.55,2018-07-10
771,126.75,124.3,2018-07-11
772,124.85,124.8,2018-07-12
773,125.0,123.25,2018-07-13
774,123.25,123.0,2018-07-16
775,123.25,124.25,2018-07-17
776,124.55,123.0,2018-07-18
777,123.0,121.0,2018-07-19
778,121.0,121.45,2018-07-20
779,121.6,123.8,2018-07-23
780,124.0,122.15,2018-07-24
781,122.0,121.3,2018-07-25
782,121.35,122.7,2018-07-26
783,122.7,122.2,2018-07-27
784,122.0,121.7,2018-07-30
785,121.9,122.95,2018-07-31
786,123.0,121.0,2018-08-01
787,120.5,116.0,2018-08-02
788,116.2,118.1,2018-08-03
789,118.45,114.3,2018-08-06
790,114.6,114.25,2018-08-07
791,114.25,111.85,2018-08-08
792,108.0,109.7,2018-08-09
